y,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,bell,scaly,white,1,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,2,pendant,green,several,meadows
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,solitary,paths
poisonous,convex,scaly,brown,0,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,white,1,enanescent,white,several,woods
poisonous,flat,fibrous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,solitary,paths
edible,flat,scaly,pink,1,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,red,white,2,enanescent,white,clustered,waste
poisonous,convex,smooth,white,1,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,white,1,pendant,chocolate,scattered,grasses
poisonous,flat,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,solitary,grasses
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,grasses
poisonous,flat,smooth,buff,1,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,white,1,pendant,chocolate,scattered,urban
poisonous,convex,fibrous,gray,0,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,white,1,pendant,black,several,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,solitary,paths
edible,convex,scaly,green,0,none,free,close,narrow,pink,enlarging,missing,smooth,fibrous,white,white,white,1,flaring,chocolate,solitary,woods
edible,flat,scaly,white,0,none,free,close,narrow,chocolate,enlarging,missing,smooth,fibrous,white,white,white,1,flaring,chocolate,several,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,several,woods
poisonous,flat,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,solitary,paths
poisonous,flat,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,solitary,grasses
poisonous,convex,scaly,red,0,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,white,1,enanescent,white,several,paths
poisonous,convex,scaly,red,0,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,white,1,enanescent,white,several,leaves
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,solitary,paths
edible,flat,smooth,red,1,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,red,white,2,enanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,solitary,paths
poisonous,flat,smooth,gray,1,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,white,1,pendant,chocolate,scattered,grasses
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,solitary,paths
poisonous,convex,smooth,gray,1,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,white,1,pendant,chocolate,several,urban
poisonous,flat,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,solitary,grasses
poisonous,flat,fibrous,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,several,grasses
poisonous,convex,smooth,white,0,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,white,1,pendant,black,several,woods
poisonous,flat,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,paths
edible,flat,scaly,red,1,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,white,1,pendant,brown,solitary,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,solitary,paths
edible,knobbed,smooth,buff,1,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,white,2,enanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,several,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,grasses
edible,convex,fibrous,brown,0,none,free,crowded,narrow,white,enlarging,bulbous,smooth,fibrous,white,brown,white,1,enanescent,white,several,leaves
edible,convex,scaly,red,1,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,red,white,2,enanescent,white,clustered,waste
poisonous,convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,several,grasses
poisonous,flat,smooth,gray,1,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,white,1,pendant,chocolate,several,grasses
poisonous,convex,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,several,paths
poisonous,convex,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,several,grasses
poisonous,convex,scaly,brown,0,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,white,1,enanescent,white,several,paths
edible,knobbed,smooth,buff,1,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,white,white,2,enanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,solitary,woods
poisonous,convex,fibrous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,several,paths
poisonous,flat,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,several,woods
poisonous,flat,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,several,grasses
edible,knobbed,smooth,pink,1,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,white,2,enanescent,white,clustered,waste
poisonous,flat,scaly,brown,0,none,free,close,narrow,white,enlarging,missing,silky,scaly,white,brown,white,1,enanescent,white,several,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,several,paths
poisonous,flat,smooth,buff,1,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,white,1,pendant,chocolate,several,urban
edible,flat,smooth,buff,1,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,white,white,2,enanescent,white,clustered,waste
poisonous,flat,smooth,white,1,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,white,1,pendant,chocolate,scattered,urban
poisonous,flat,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,several,paths
poisonous,flat,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,several,paths
poisonous,flat,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,solitary,grasses
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,several,woods
poisonous,convex,smooth,buff,1,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,white,1,pendant,chocolate,several,urban
poisonous,flat,fibrous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,solitary,woods
poisonous,flat,smooth,gray,1,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,white,1,pendant,chocolate,scattered,urban
edible,flat,smooth,buff,1,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,red,white,2,enanescent,white,clustered,waste
edible,convex,smooth,pink,1,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,white,2,enanescent,white,clustered,waste
edible,knobbed,smooth,brown,1,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,white,2,enanescent,white,clustered,waste
poisonous,flat,scaly,pink,1,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,white,2,pendant,green,several,grasses
poisonous,flat,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,several,paths
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,several,paths
poisonous,flat,fibrous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,several,woods
poisonous,flat,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,solitary,woods
poisonous,flat,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,several,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,paths
poisonous,convex,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,solitary,paths
edible,flat,scaly,purple,0,none,free,close,narrow,white,enlarging,missing,smooth,fibrous,white,white,white,1,flaring,chocolate,solitary,woods
poisonous,flat,fibrous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,several,grasses
poisonous,convex,scaly,brown,0,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,1,enanescent,white,several,leaves
poisonous,convex,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,paths
edible,flat,smooth,buff,1,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,white,2,enanescent,white,clustered,waste
poisonous,flat,fibrous,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,solitary,paths
poisonous,flat,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,woods
edible,convex,smooth,brown,1,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,red,white,2,enanescent,white,clustered,waste
poisonous,flat,fibrous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,several,woods
poisonous,convex,scaly,brown,0,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,white,1,enanescent,white,several,paths
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,several,woods
poisonous,convex,scaly,brown,0,none,free,close,narrow,white,enlarging,missing,silky,scaly,white,brown,white,1,enanescent,white,several,woods
poisonous,bell,smooth,buff,1,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,2,pendant,green,several,grasses
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,several,woods
poisonous,flat,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,solitary,woods
edible,flat,scaly,purple,0,none,free,close,narrow,purple,enlarging,missing,smooth,fibrous,white,white,white,1,flaring,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,solitary,grasses
